,adsh,cik,name,sic,fye,form,period,fy,fp,fs_year,fs_quarter
3272,0001400891-18-000026,1400891,"IHEARTMEDIA, INC.",4832.0,1231.0,10-Q,20180630,2018,Q2,,
3273,0001401257-18-000090,1401257,"FORUM ENERGY TECHNOLOGIES, INC.",3533.0,1231.0,10-Q,20180630,2018,Q2,,
3274,0001401521-18-000085,1401521,UNITED INSURANCE HOLDINGS CORP.,6331.0,1231.0,10-Q,20180630,2018,Q2,,
3275,0001401680-18-000018,1401680,CORNERSTONE ONDEMAND INC,7372.0,1231.0,10-Q,20180630,2018,Q2,,
3276,0001401708-18-000109,1401708,NANOSTRING TECHNOLOGIES INC,2836.0,1231.0,10-Q,20180630,2018,Q2,,
3277,0001401835-18-000032,1401835,STAR GOLD CORP.,1000.0,430.0,10-Q,20180731,2019,Q1,,
3278,0001402057-18-000177,1402057,CDW CORP,5961.0,1231.0,10-Q,20180630,2018,Q2,,
3279,0001402829-18-000036,1402829,ORION GROUP HOLDINGS INC,1600.0,1231.0,10-Q,20180630,2018,Q2,,
3280,0001403161-18-000034,1403161,VISA INC.,7389.0,930.0,10-Q,20180630,2018,Q3,,
3281,0001403256-18-000197,1403256,OCH-ZIFF CAPITAL MANAGEMENT GROUP LLC,6282.0,1231.0,10-Q,20180630,2018,Q2,,
3282,0001403431-18-000068,1403431,"HERITAGE-CRYSTAL CLEAN, INC.",4950.0,1231.0,10-Q,20180630,2018,Q2,,
3283,0001403475-18-000026,1403475,BANK OF MARIN BANCORP,6022.0,1231.0,10-Q,20180630,2018,Q2,,
3284,0001403528-18-000030,1403528,"OAKTREE CAPITAL GROUP, LLC",6282.0,1231.0,10-Q,20180630,2018,Q2,,
3285,0001403853-18-000015,1403853,"NUVERRA ENVIRONMENTAL SOLUTIONS, INC.",1389.0,1231.0,10-Q,20180630,2018,Q2,,
3286,0001404912-18-000016,1404912,KKR & CO. INC.,6282.0,1231.0,10-Q,20180630,2018,Q2,,
3287,0001405495-18-000035,1405495,"INTERDIGITAL, INC.",6794.0,1231.0,10-Q,20180630,2018,Q2,,
3288,0001406587-18-000009,1406587,FORESTAR GROUP INC.,6500.0,930.0,10-Q,20180630,2018,Q3,,
3289,0001406666-18-000070,1406666,"CALIX, INC",4899.0,1231.0,10-Q,20180630,2018,Q2,,
3290,0001407623-18-000010,1407623,RETAIL OPPORTUNITY INVESTMENTS CORP,6798.0,1231.0,10-Q,20180630,2018,Q2,,
3291,0001407805-18-000011,1407805,ROCKIES REGION 2007 LP,1311.0,1231.0,10-Q,20180630,2018,Q2,,
3292,0001408075-18-000037,1408075,GRAPHIC PACKAGING HOLDING CO,2650.0,1231.0,10-Q,20180630,2018,Q2,,
3293,0001408100-18-000127,1408100,"KENNEDY-WILSON HOLDINGS, INC.",6500.0,1231.0,10-Q,20180630,2018,Q2,,
3294,0001408534-18-000033,1408534,"FIRST GUARANTY BANCSHARES, INC.",6035.0,1231.0,10-Q,20180630,2018,Q2,,
3295,0001409171-18-000069,1409171,TITAN MACHINERY INC.,5990.0,131.0,10-Q,20180731,2018,Q2,,
3296,0001409375-18-000024,1409375,"ORION ENERGY SYSTEMS, INC.",3640.0,331.0,10-Q,20180630,2018,Q1,,
3297,0001409775-18-000041,1409775,"BBVA COMPASS BANCSHARES, INC",6021.0,1231.0,10-Q,20180630,2018,Q2,,
3298,0001409970-18-000970,1409970,LENDINGCLUB CORP,7389.0,1231.0,10-Q,20180630,2018,Q2,,
3299,0001410384-18-000084,1410384,"Q2 HOLDINGS, INC.",7372.0,1231.0,10-Q,20180630,2018,Q2,,
3300,0001410636-18-000143,1410636,"AMERICAN WATER WORKS COMPANY, INC.",4941.0,1231.0,10-Q,20180630,2018,Q2,,
3301,0001410939-18-000047,1410939,OPHTHOTECH CORP.,2834.0,1231.0,10-Q,20180630,2018,Q2,,
3302,0001411059-18-000027,1411059,"KBS REAL ESTATE INVESTMENT TRUST II, INC.",6798.0,1231.0,10-Q,20180630,2018,Q2,,
3303,0001411342-18-000074,1411342,ELLINGTON FINANCIAL LLC,6500.0,1231.0,10-Q,20180630,2018,Q2,,
3304,0001411494-18-000035,1411494,APOLLO GLOBAL MANAGEMENT LLC,6282.0,1231.0,10-Q,20180630,2018,Q2,,
3305,0001411579-18-000055,1411579,"AMC ENTERTAINMENT HOLDINGS, INC.",7830.0,1231.0,10-Q,20180630,2018,Q2,,
3306,0001412100-18-000046,1412100,"MAIDEN HOLDINGS, LTD.",6331.0,1231.0,10-Q,20180630,2018,Q2,,
3307,0001412270-18-000037,1412270,CARE.COM INC,7200.0,1231.0,10-Q,20180630,2018,Q2,,
3308,0001412347-18-000029,1412347,"WESTMORELAND RESOURCE PARTNERS, LP",1221.0,1231.0,10-Q,20180630,2018,Q2,,
3309,0001412665-18-000100,1412665,"MIDWESTONE FINANCIAL GROUP, INC.",6022.0,1231.0,10-Q,20180630,2018,Q2,,
3310,0001412707-18-000023,1412707,LEVEL ONE BANCORP INC,6022.0,1231.0,10-Q,20180630,2018,Q2,,
3311,0001413329-18-000039,1413329,PHILIP MORRIS INTERNATIONAL INC.,2111.0,1231.0,10-Q,20180630,2018,Q2,,
3312,0001413507-18-000135,1413507,SRC ENERGY INC.,1311.0,1231.0,10-Q,20180630,2018,Q2,,
3313,0001413898-18-000043,1413898,A. H. BELO CORP,2711.0,1231.0,10-Q,20180630,2018,Q2,,
3314,0001414475-18-000022,1414475,WESTERN GAS PARTNERS LP,4922.0,1231.0,10-Q,20180630,2018,Q2,,
3315,0001415301-18-000083,1415301,"DEL FRISCO'S RESTAURANT GROUP, INC.",5812.0,1231.0,10-Q,20180630,2018,Q2,,
3316,0001415404-18-000029,1415404,ECHOSTAR CORP,3663.0,1231.0,10-Q,20180630,2018,Q2,,
3318,0001416265-18-000462,1416265,"PROSPER MARKETPLACE, INC",6199.0,1231.0,10-Q,20180630,2018,Q2,,
3321,0001417398-18-000032,1417398,"HILLENBRAND, INC.",3990.0,930.0,10-Q,20180630,2018,Q3,,
3322,0001418100-18-000145,1418100,AVAYA HOLDINGS CORP.,3661.0,930.0,10-Q,20180630,2018,Q3,,
3324,0001418135-18-000025,1418135,KEURIG DR PEPPER INC.,2080.0,1231.0,10-Q,20180630,2018,Q2,,
3325,0001418819-18-000014,1418819,IRIDIUM COMMUNICATIONS INC.,3669.0,1231.0,10-Q,20180630,2018,Q2,,
3326,0001420800-18-000018,1420800,COLFAX CORP,3561.0,1231.0,10-Q,20180630,2018,Q2,,
3327,0001420811-18-000136,1420811,"ON DECK CAPITAL, INC.",6199.0,1231.0,10-Q,20180630,2018,Q2,,
3328,0001421182-18-000014,1421182,VERSO CORP,2621.0,1231.0,10-Q,20180630,2018,Q2,,
3329,0001421461-18-000019,1421461,"INTREPID POTASH, INC.",1400.0,1231.0,10-Q,20180630,2018,Q2,,
3330,0001421517-18-000134,1421517,"ENERGY RECOVERY, INC.",3559.0,1231.0,10-Q,20180630,2018,Q2,,
3331,0001423221-18-000013,1423221,QUANEX BUILDING PRODUCTS CORP,3350.0,1031.0,10-Q,20180731,2018,Q3,,
3332,0001423689-18-000043,1423689,AGNC INVESTMENT CORP.,6798.0,1231.0,10-Q,20180630,2018,Q2,,
3333,0001423774-18-000023,1423774,ZUORA INC,7372.0,131.0,10-Q,20180731,2018,Q2,,
3334,0001423902-18-000022,1423902,"WESTERN GAS EQUITY PARTNERS, LP",4922.0,1231.0,10-Q,20180630,2018,Q2,,
3335,0001424844-18-000012,1424844,"SOUTHWEST IOWA RENEWABLE ENERGY, LLC",2860.0,930.0,10-Q,20180630,2018,Q3,,
3336,0001424929-18-000033,1424929,FOX FACTORY HOLDING CORP,3751.0,1231.0,10-Q,20180630,2018,Q2,,
3337,0001425292-18-000047,1425292,"CVR PARTNERS, LP",2870.0,1231.0,10-Q,20180630,2018,Q2,,
3338,0001425450-18-000100,1425450,ORTHOPEDIATRICS CORP,3841.0,1231.0,10-Q,20180630,2018,Q2,,
3339,0001426945-18-000017,1426945,"ECHO GLOBAL LOGISTICS, INC.",4731.0,1231.0,10-Q,20180630,2018,Q2,,
3340,0001427570-18-000057,1427570,OBALON THERAPEUTICS INC,3841.0,1231.0,10-Q,20180630,2018,Q2,,
3341,0001428205-18-000198,1428205,"ARMOUR RESIDENTIAL REIT, INC.",6798.0,1231.0,10-Q,20180630,2018,Q2,,
3342,0001428336-18-000030,1428336,HEALTHEQUITY INC,7389.0,131.0,10-Q,20180731,2018,Q2,,
3343,0001428875-18-000110,1428875,SERVICEMASTER GLOBAL HOLDINGS INC,8741.0,1231.0,10-Q,20180630,2018,Q2,,
3344,0001430259-18-000022,1430259,CAREY WATERMARK INVESTORS INC,6500.0,1231.0,10-Q,20180630,2018,Q2,,
3345,0001433195-18-000048,1433195,APPFOLIO INC,7372.0,1231.0,10-Q,20180630,2018,Q2,,
3346,0001433642-18-000048,1433642,HAMILTON LANE INC,6282.0,331.0,10-Q,20180630,2018,Q1,,
3347,0001433660-18-000035,1433660,JOHN BEAN TECHNOLOGIES CORP,3550.0,1231.0,10-Q,20180630,2018,Q2,,
3348,0001433714-18-000034,1433714,"CASTLIGHT HEALTH, INC.",7374.0,1231.0,10-Q,20180630,2018,Q2,,
3349,0001434621-18-000032,1434621,"LENDINGTREE, INC.",6163.0,1231.0,10-Q,20180630,2018,Q2,,
3350,0001434728-18-000151,1434728,"GLOBAL WATER RESOURCES, INC.",4941.0,1231.0,10-Q,20180630,2018,Q2,,
3351,0001434842-18-000010,1434842,FORBES ENERGY SERVICES LTD.,1389.0,1231.0,10-Q,20180630,2018,Q2,,
3352,0001436126-18-000038,1436126,"MISTRAS GROUP, INC.",8711.0,1231.0,10-Q,20180630,2018,Q2,,
3353,0001437071-18-000027,1437071,INVESCO MORTGAGE CAPITAL INC.,6798.0,1231.0,10-Q,20180630,2018,Q2,,
3354,0001437106-18-000047,1437106,"ASCENT CAPITAL GROUP, INC.",7380.0,1231.0,10-Q,20180630,2018,Q2,,
3355,0001437107-18-000076,1437107,"DISCOVERY, INC.",4841.0,1231.0,10-Q,20180630,2018,Q2,,
3356,0001437557-18-000012,1437557,"LILIS ENERGY, INC.",1311.0,1231.0,10-Q,20180630,2018,Q2,,
3357,0001437578-18-000020,1437578,BRIGHT HORIZONS FAMILY SOLUTIONS INC.,8351.0,1231.0,10-Q,20180630,2018,Q2,,
3358,0001437749-18-012922,1043156,STAR BUFFET INC,5812.0,131.0,10-Q,20180531,2019,Q1,,
3359,0001437749-18-013171,1013237,FACTSET RESEARCH SYSTEMS INC,7370.0,831.0,10-Q,20180531,2018,Q3,,
3360,0001437749-18-013251,7623,ARTS WAY MANUFACTURING CO INC,3523.0,1130.0,10-Q,20180531,2018,Q2,,
3361,0001437749-18-013291,1616262,"ROCKY MOUNTAIN CHOCOLATE FACTORY, INC.",2060.0,228.0,10-Q,20180531,2018,Q1,,
3362,0001437749-18-013297,1123596,"BAB, INC.",2050.0,1130.0,10-Q,20180531,2018,Q2,,
3365,0001437749-18-013484,764401,INSTEEL INDUSTRIES INC,3310.0,930.0,10-Q,20180630,2018,Q3,,
3366,0001437749-18-013532,797465,"HG HOLDINGS, INC.",2511.0,1231.0,10-Q,20180630,2018,Q2,,
3368,0001437749-18-013583,1133798,"TX HOLDINGS, INC.",5084.0,930.0,10-Q,20180630,2018,Q3,,
3369,0001437749-18-013781,95574,"SUPERIOR GROUP OF COMPANIES, INC.",2300.0,1231.0,10-Q,20180630,2018,Q2,,
3371,0001437749-18-013867,879101,KIMCO REALTY CORP,6798.0,1231.0,10-Q,20180630,2018,Q2,,
3372,0001437749-18-013879,1590584,CIVEO CORP,7000.0,1231.0,10-Q,20180630,2018,Q2,,
3373,0001437749-18-013887,728535,HUNT J B TRANSPORT SERVICES INC,4213.0,1231.0,10-Q,20180630,2018,Q2,,
3374,0001437749-18-013902,883945,USA TRUCK INC,4213.0,1231.0,10-Q,20180630,2018,Q2,,
3375,0001437749-18-013936,1623016,"CANNAMED ENTERPRISES, INC.",6770.0,1231.0,10-Q,20180630,2018,Q2,,
3376,0001437749-18-014011,1668340,"BANCORP 34, INC.",6035.0,1231.0,10-Q,20180630,2018,Q2,,
3377,0001437749-18-014045,1387156,AIRXPANDERS INC,3842.0,1231.0,10-Q,20180630,2018,Q2,,
3378,0001437749-18-014047,724004,MESA LABORATORIES INC /CO,3823.0,331.0,10-Q,20180630,2018,Q1,,
3379,0001437749-18-014062,1586049,OXFORD IMMUNOTEC GLOBAL PLC,2835.0,1231.0,10-Q,20180630,2018,Q2,,
3380,0001437749-18-014073,1040130,PETMED EXPRESS INC,5912.0,331.0,10-Q,20180630,2018,Q1,,
3382,0001437749-18-014105,88948,SENECA FOODS CORP,2033.0,331.0,10-Q,20180630,2018,Q1,,
3383,0001437749-18-014115,835887,PROGENICS PHARMACEUTICALS INC,2834.0,1231.0,10-Q,20180630,2018,Q2,,
3384,0001437749-18-014168,1443669,PROTO LABS INC,3440.0,1231.0,10-Q,20180630,2018,Q2,,
3385,0001437749-18-014179,773141,MDC HOLDINGS INC,1531.0,1231.0,10-Q,20180630,2018,Q2,,
3386,0001437749-18-014186,934648,SPEEDWAY MOTORSPORTS INC,7948.0,1231.0,10-Q,20180630,2018,Q2,,
3387,0001437749-18-014196,889331,LITTELFUSE INC /DE,3613.0,1231.0,10-Q,20180630,2018,Q2,,
3388,0001437749-18-014210,1280452,MONOLITHIC POWER SYSTEMS INC,3674.0,1231.0,10-Q,20180630,2018,Q2,,
3389,0001437749-18-014224,875657,ULTRALIFE CORP,3690.0,1231.0,10-Q,20180630,2018,Q2,,
3390,0001437749-18-014248,1168455,PLUMAS BANCORP,6153.0,1231.0,10-Q,20180630,2018,Q2,,
3391,0001437749-18-014254,743238,SPARTAN MOTORS INC,3711.0,1231.0,10-Q,20180630,2018,Q2,,
3392,0001437749-18-014302,785956,J&J SNACK FOODS CORP,2052.0,930.0,10-Q,20180630,2018,Q3,,
3393,0001437749-18-014304,1358356,"LIMESTONE BANCORP, INC.",6021.0,1231.0,10-Q,20180630,2018,Q2,,
3394,0001437749-18-014305,1547459,"NATURAL GROCERS BY VITAMIN COTTAGE, INC.",5411.0,930.0,10-Q,20180630,2018,Q3,,
3395,0001437749-18-014309,917470,OLYMPIC STEEL INC,5051.0,1231.0,10-Q,20180630,2018,Q2,,
3396,0001437749-18-014315,1123979,SENOMYX INC,8731.0,1231.0,10-Q,20180630,2018,Q2,,
3398,0001437749-18-014327,1532961,"NV5 GLOBAL, INC.",7380.0,1231.0,10-Q,20180630,2018,Q2,,
3399,0001437749-18-014328,1427925,ACELRX PHARMACEUTICALS INC,2834.0,1231.0,10-Q,20180630,2018,Q2,,
3400,0001437749-18-014362,69733,NATHANS FAMOUS INC,5812.0,331.0,10-Q,20180630,2018,Q1,,
3401,0001437749-18-014367,711669,COLONY BANKCORP INC,6022.0,1231.0,10-Q,20180630,2018,Q2,,
3402,0001437749-18-014389,352955,"CKX LANDS, INC.",1311.0,1231.0,10-Q,20180630,2018,Q2,,
3403,0001437749-18-014392,798287,PAM TRANSPORTATION SERVICES INC,4213.0,1231.0,10-Q,20180630,2018,Q2,,
3404,0001437749-18-014396,884269,ALPHA PRO TECH LTD,3842.0,1231.0,10-Q,20180630,2018,Q2,,
3405,0001437749-18-014400,835324,"STOCK YARDS BANCORP, INC.",6022.0,1231.0,10-Q,20180630,2018,Q2,,
3406,0001437749-18-014408,921183,HMN FINANCIAL INC,6035.0,1231.0,10-Q,20180630,2018,Q2,,
3407,0001437749-18-014411,764897,MEDAMERICA PROPERTIES INC.,4950.0,1231.0,10-Q,20180630,2018,Q2,,
3408,0001437749-18-014429,1001385,NORTHWEST PIPE CO,3317.0,1231.0,10-Q,20180630,2018,Q2,,
3409,0001437749-18-014432,1035976,"FNCB BANCORP, INC.",6021.0,1231.0,10-Q,20180630,2018,Q2,,
3410,0001437749-18-014444,859070,FIRST COMMUNITY BANCSHARES INC /NV/,6022.0,1231.0,10-Q,20180630,2018,Q2,,
3411,0001437749-18-014480,1108967,"CUI GLOBAL, INC.",5065.0,1231.0,10-Q,20180630,2018,Q2,,
3412,0001437749-18-014492,1042729,MERCANTILE BANK CORP,6022.0,1231.0,10-Q,20180630,2018,Q2,,
3413,0001437749-18-014538,702513,BANK OF COMMERCE HOLDINGS,6022.0,1231.0,10-Q,20180630,2018,Q2,,
3414,0001437749-18-014547,1278680,ISHARES GOLD TRUST,6221.0,1231.0,10-Q,20180630,2018,Q2,,
3415,0001437749-18-014548,1330568,ISHARES SILVER TRUST,6221.0,1231.0,10-Q,20180630,2018,Q2,,
3416,0001437749-18-014550,1535365,ISHARES COMMODITY OPTIMIZED TRUST,6221.0,1231.0,10-Q,20180630,2018,Q2,,
3417,0001437749-18-014553,1332174,ISHARES S&P GSCI COMMODITY-INDEXED TRUST,6799.0,1231.0,10-Q,20180630,2018,Q2,,
3418,0001437749-18-014565,859163,AVX CORP,3670.0,331.0,10-Q,20180630,2018,Q1,,
3419,0001437749-18-014571,713095,FARMERS CAPITAL BANK CORP,6021.0,1231.0,10-Q,20180630,2018,Q2,,
3420,0001437749-18-014592,1294649,WALKER INNOVATION INC.,6794.0,1231.0,10-Q,20180630,2018,Q2,,
3421,0001437749-18-014598,1687187,"RAMACO RESOURCES, INC.",1220.0,1231.0,10-Q,20180630,2018,Q2,,
3422,0001437749-18-014602,1172358,"DORCHESTER MINERALS, L.P.",1311.0,1231.0,10-Q,20180630,2018,Q2,,
3423,0001437749-18-014608,1709017,"FFBW, INC.",6035.0,1231.0,10-Q,20180630,2018,Q2,,
3424,0001437749-18-014667,43196,GRAY TELEVISION INC,4833.0,1231.0,10-Q,20180630,2018,Q2,,
3425,0001437749-18-014687,1478454,"EAGLE BANCORP MONTANA, INC.",6022.0,1231.0,10-Q,20180630,2018,Q2,,
3426,0001437749-18-014710,836147,MIDDLEFIELD BANC CORP,6022.0,1231.0,10-Q,20180630,2018,Q2,,
3427,0001437749-18-014731,1063197,"CURAEGIS TECHNOLOGIES, INC.",3714.0,1231.0,10-Q,20180630,2018,Q2,,
3428,0001437749-18-014736,1474735,GENERAC HOLDINGS INC.,3621.0,1231.0,10-Q,20180630,2018,Q2,,
3429,0001437749-18-014737,1002037,"LEARNING TREE INTERNATIONAL, INC.",8200.0,930.0,10-Q,20180630,2018,Q3,,
3430,0001437749-18-014739,1389545,"NOVABAY PHARMACEUTICALS, INC.",2834.0,1231.0,10-Q,20180630,2018,Q2,,
3431,0001437749-18-014742,21535,COHU INC,3825.0,1231.0,10-Q,20180630,2018,Q2,,
3432,0001437749-18-014744,1132651,AMES NATIONAL CORP,6021.0,1231.0,10-Q,20180630,2018,Q2,,
3433,0001437749-18-014745,1160958,INPHI CORP,3674.0,1231.0,10-Q,20180630,2018,Q2,,
3434,0001437749-18-014748,1302350,JMP GROUP LLC,6211.0,1231.0,10-Q,20180630,2018,Q2,,
3435,0001437749-18-014749,832489,"GEOVAX LABS, INC.",8731.0,1231.0,10-Q,20180630,2018,Q2,,
3436,0001437749-18-014753,1648893,NUVECTRA CORP,3841.0,1231.0,10-Q,20180630,2018,Q2,,
3437,0001437749-18-014754,1162461,CUTERA INC,3845.0,1231.0,10-Q,20180630,2018,Q2,,
3438,0001437749-18-014773,1141240,LIQUIDMETAL TECHNOLOGIES INC,2800.0,1231.0,10-Q,20180630,2018,Q2,,
3440,0001437749-18-014778,1266806,SECOND SIGHT MEDICAL PRODUCTS INC,3845.0,1231.0,10-Q,20180630,2018,Q2,,
3441,0001437749-18-014822,1365101,PRIMO WATER CORP,5141.0,1231.0,10-Q,20180630,2018,Q2,,
3442,0001437749-18-014826,320340,INTELLIGENT SYSTEMS CORP,7372.0,1231.0,10-Q,20180630,2018,Q2,,
3443,0001437749-18-014830,758938,QUALSTAR CORP,3695.0,1231.0,10-Q,20180630,2018,Q2,,
3444,0001437749-18-014861,796534,NATIONAL BANKSHARES INC,6021.0,1231.0,10-Q,20180630,2018,Q2,,
3445,0001437749-18-014865,1108320,SMTC CORP,3672.0,1231.0,10-Q,20180630,2018,Q2,,
3446,0001437749-18-014875,783412,DAILY JOURNAL CORP,2711.0,930.0,10-Q,20180630,2018,Q3,,
3447,0001437749-18-014889,1089511,ALASKA COMMUNICATIONS SYSTEMS GROUP INC,4813.0,1231.0,10-Q,20180630,2018,Q2,,
3448,0001437749-18-014895,1431567,OAK VALLEY BANCORP,6022.0,1231.0,10-Q,20180630,2018,Q2,,
3449,0001437749-18-014932,1296445,"ORMAT TECHNOLOGIES, INC.",4911.0,1231.0,10-Q,20180630,2018,Q2,,
3450,0001437749-18-014939,1649096,CLIPPER REALTY INC.,6798.0,1231.0,10-Q,20180630,2018,Q2,,
3451,0001437749-18-014943,1392380,"GEVO, INC.",2860.0,1231.0,10-Q,20180630,2018,Q2,,
3452,0001437749-18-014956,810509,"NAVIDEA BIOPHARMACEUTICALS, INC.",2835.0,1231.0,10-Q,20180630,2018,Q2,,
3453,0001437749-18-014957,909494,TUCOWS INC /PA/,7374.0,1231.0,10-Q,20180630,2018,Q2,,
3454,0001437749-18-014965,717806,FIRST US BANCSHARES INC,6022.0,1231.0,10-Q,20180630,2018,Q2,,
3455,0001437749-18-014967,861842,CATHAY GENERAL BANCORP,6022.0,1231.0,10-Q,20180630,2018,Q2,,
3456,0001437749-18-014986,63330,MAUI LAND & PINEAPPLE CO INC,6500.0,1231.0,10-Q,20180630,2018,Q2,,
3457,0001437749-18-014996,1632127,"CABLE ONE, INC.",4841.0,1231.0,10-Q,20180630,2018,Q2,,
3458,0001437749-18-015002,25895,CROWN CRAFTS INC,2211.0,331.0,10-Q,20180630,2018,Q1,,
3459,0001437749-18-015007,799167,MARTEN TRANSPORT LTD,4213.0,1231.0,10-Q,20180630,2018,Q2,,
3460,0001437749-18-015025,867665,ABRAXAS PETROLEUM CORP,1311.0,1231.0,10-Q,20180630,2018,Q2,,
3461,0001437749-18-015029,1118237,MBT FINANCIAL CORP,6021.0,1231.0,10-Q,20180630,2018,Q2,,
3462,0001437749-18-015033,1466593,OTTER TAIL CORP,4911.0,1231.0,10-Q,20180630,2018,Q2,,
3463,0001437749-18-015034,1609951,NATIONAL COMMERCE CORP,6021.0,1231.0,10-Q,20180630,2018,Q2,,
3464,0001437749-18-015039,1589061,"GYRODYNE, LLC",6512.0,1231.0,10-Q,20180630,2018,Q2,,
3465,0001437749-18-015048,1047335,NATIONAL HEALTHCARE CORP,8051.0,1231.0,10-Q,20180630,2018,Q2,,
3466,0001437749-18-015058,719413,HECLA MINING CO/DE/,1400.0,1231.0,10-Q,20180630,2018,Q2,,
3467,0001437749-18-015059,70487,NATIONAL RESEARCH CORP,8731.0,1231.0,10-Q,20180630,2018,Q2,,
3468,0001437749-18-015082,1012019,RUSH ENTERPRISES INC TX,5500.0,1231.0,10-Q,20180630,2018,Q2,,
3469,0001437749-18-015084,1046203,GUARANTY FEDERAL BANCSHARES INC,6022.0,1231.0,10-Q,20180630,2018,Q2,,
3470,0001437749-18-015094,925741,"BIOCARDIA, INC.",2836.0,1231.0,10-Q,20180630,2018,Q2,,
3471,0001437749-18-015097,915778,DSP GROUP INC /DE/,3674.0,1231.0,10-Q,20180630,2018,Q2,,
3472,0001437749-18-015098,834365,BIOLIFE SOLUTIONS INC,3845.0,1231.0,10-Q,20180630,2018,Q2,,
3473,0001437749-18-015104,879682,"VIVEVE MEDICAL, INC.",3845.0,1231.0,10-Q,20180630,2018,Q2,,
3474,0001437749-18-015107,1265572,KONA GRILL INC,5812.0,1231.0,10-Q,20180630,2018,Q2,,
3475,0001437749-18-015111,1337298,FUTUREFUEL CORP.,2860.0,1231.0,10-Q,20180630,2018,Q2,,
3476,0001437749-18-015121,1120914,PDF SOLUTIONS INC,7371.0,1231.0,10-Q,20180630,2018,Q2,,
3477,0001437749-18-015123,1463913,US ALLIANCE CORP,6311.0,1231.0,10-Q,20180630,2018,Q2,,
3478,0001437749-18-015126,840715,CLEARONE INC,3661.0,1231.0,10-Q,20180630,2018,Q2,,
3479,0001437749-18-015129,1061069,AVALON HOLDINGS CORP,4953.0,1231.0,10-Q,20180630,2018,Q2,,
3480,0001437749-18-015130,1690334,SEACOR MARINE HOLDINGS INC.,4412.0,1231.0,10-Q,20180630,2018,Q2,,
3481,0001437749-18-015132,1389002,MARIN SOFTWARE INC,7374.0,1231.0,10-Q,20180630,2018,Q2,,
3483,0001437749-18-015153,868082,EVERFLOW EASTERN PARTNERS LP,1311.0,1231.0,10-Q,20180630,2018,Q2,,
3484,0001437749-18-015157,1698022,"FARMERS & MERCHANTS BANCSHARES, INC.",6036.0,1231.0,10-Q,20180630,2018,Q2,,
3485,0001437749-18-015161,1624322,"BUSINESS FIRST BANCSHARES, INC.",6022.0,1231.0,10-Q,20180630,2018,Q2,,
3486,0001437749-18-015162,1497504,PLX PHARMA INC.,2834.0,1231.0,10-Q,20180630,2018,Q2,,
3487,0001437749-18-015188,1361025,DCP HOLDING CO,6324.0,1231.0,10-Q,20180630,2018,Q2,,
3488,0001437749-18-015194,1284196,MADISON AVE HOLDINGS INC,6770.0,1231.0,10-Q,20180630,2018,Q2,,
3489,0001437749-18-015198,87047,SB PARTNERS,6512.0,1231.0,10-Q,20180630,2018,Q2,,
3490,0001437749-18-015200,715787,INTERFACE INC,2273.0,1231.0,10-Q,20180630,2018,Q2,,
3491,0001437749-18-015202,1535079,"MCORPCX, INC.",7372.0,1231.0,10-Q,20180630,2018,Q2,,
3492,0001437749-18-015223,1053691,DIFFUSION PHARMACEUTICALS INC.,2834.0,1231.0,10-Q,20180630,2018,Q2,,
3493,0001437749-18-015224,1434647,"KEMPHARM, INC",2834.0,1231.0,10-Q,20180630,2018,Q2,,
3494,0001437749-18-015265,1029125,"SUN BIOPHARMA, INC.",2834.0,1231.0,10-Q,20180630,2018,Q2,,
3495,0001437749-18-015291,1590695,"TWINLAB CONSOLIDATED HOLDINGS, INC.",2833.0,1231.0,10-Q,20180630,2018,Q2,,
3496,0001437749-18-015299,1107280,OCULUS VISIONTECH INC.,7389.0,1231.0,10-Q,20180630,2018,Q2,,
3497,0001437749-18-015304,1395585,FIRST TRINITY FINANCIAL CORP,6311.0,1231.0,10-Q,20180630,2018,Q2,,
3499,0001437749-18-015313,1461640,HOMETOWN BANKSHARES CORP,6022.0,1231.0,10-Q,20180630,2018,Q2,,
3500,0001437749-18-015316,1042187,CTI INDUSTRIES CORP,3060.0,1231.0,10-Q,20180630,2018,Q2,,
3501,0001437749-18-015334,1034592,OMNICOMM SYSTEMS INC,7389.0,1231.0,10-Q,20180630,2018,Q2,,
3502,0001437749-18-015343,1551739,"HAMILTON BANCORP, INC.",6035.0,331.0,10-Q,20180630,2018,Q1,,
3503,0001437749-18-015344,768408,CYANOTECH CORP,2833.0,331.0,10-Q,20180630,2018,Q1,,
3504,0001437749-18-015348,1036262,INTEST CORP,3825.0,1231.0,10-Q,20180630,2018,Q2,,
3505,0001437749-18-015350,1494582,BOSTON OMAHA CORP,6510.0,1231.0,10-Q,20180630,2018,Q2,,
3506,0001437749-18-015352,1091596,"NUO THERAPEUTICS, INC.",3841.0,1231.0,10-Q,20180630,2018,Q2,,
3509,0001437749-18-015429,83350,RESERVE PETROLEUM CO,1311.0,1231.0,10-Q,20180630,2018,Q2,,
3510,0001437749-18-015469,768710,RELIV INTERNATIONAL INC,2834.0,1231.0,10-Q,20180630,2018,Q2,,
3511,0001437749-18-015473,864240,SYPRIS SOLUTIONS INC,3823.0,1231.0,10-Q,20180630,2018,Q2,,
3512,0001437749-18-015490,880242,"BIOLARGO, INC.",2800.0,1231.0,10-Q,20180630,2018,Q2,,
3513,0001437749-18-015492,353184,AIR T INC,4513.0,331.0,10-Q,20180630,2018,Q1,,
